"Arm_ID","Wave","Repetition","Seed","Fixed_sample","N","Sample_hash","Minimum_observed_categories","Zero_cell_pairs","Sparse_cell_pairs","Minimum_cell_count","Correlation_success","Minimum_correlation_eigenvalue","Correlation_warning","Correlation_message","Correlation_error","Network_success","Selected_lambda","Lambda_max","Lambda_ratio","Dense_warning","Retained_edges","Global_strength","Network_warning","Network_message","Network_error","Elapsed_seconds","Success","Lowest_lambda_selected"
"A3",2004,567,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,568,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,568,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,569,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,569,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,570,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,570,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,571,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,571,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,572,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,572,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,573,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,573,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,574,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,574,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,575,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,575,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,576,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,576,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,577,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,577,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,578,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,578,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,579,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,579,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,580,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,580,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,581,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,581,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,582,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,582,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,583,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,583,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,584,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,584,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,585,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,585,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,586,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,586,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,587,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,587,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,588,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,588,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,589,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,589,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,590,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,590,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,591,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,591,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,592,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,592,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,593,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,593,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,594,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
