"Arm_ID","Wave","Repetition","Seed","Fixed_sample","N","Sample_hash","Minimum_observed_categories","Zero_cell_pairs","Sparse_cell_pairs","Minimum_cell_count","Correlation_success","Minimum_correlation_eigenvalue","Correlation_warning","Correlation_message","Correlation_error","Network_success","Selected_lambda","Lambda_max","Lambda_ratio","Dense_warning","Retained_edges","Global_strength","Network_warning","Network_message","Network_error","Elapsed_seconds","Success"
"A2",2012,34,20780865,FALSE,789,"D9C968F220FBB98C7C23AD47F46B97544492F30B2007DE9C1201650554DB4315",3,3,13,0,TRUE,0.377231708490032,"","","",TRUE,0.0388346993560581,0.576682960179402,0.0673415065775082,TRUE,25,3.36443224178667,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.11,TRUE
"A3",2012,34,20780865,FALSE,789,"D9C968F220FBB98C7C23AD47F46B97544492F30B2007DE9C1201650554DB4315",3,3,13,0,TRUE,0.377231708490032,"","","",TRUE,0.00576682960179402,0.576682960179402,0.01,TRUE,17,3.30819070931736,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0999999999999996,TRUE
"A2",2012,35,20780866,FALSE,789,"B9C21848D4F5D533625786309D818BB4D2D84232408911714EFA161CB20B6B72",3,4,12,0,TRUE,0.332520693084196,"","","",TRUE,0.0166665349952956,0.598964211943713,0.0278255940220712,TRUE,31,4.03977909416576,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,35,20780866,FALSE,789,"B9C21848D4F5D533625786309D818BB4D2D84232408911714EFA161CB20B6B72",3,4,12,0,TRUE,0.332520693084196,"","","",TRUE,0.00999132523706917,0.598964211943713,0.0166810053720006,FALSE,19,3.58996565228687,"","","",0.11,TRUE
"A2",2012,36,20780867,FALSE,789,"CCA4E8DE0E7C55E83CB5F9E0B3C2AA5232DB07873E29F53B35C08D698199F7A5",3,5,13,0,TRUE,0.305611484875769,"","","",TRUE,0.0157923174460717,0.62288154163359,0.0253536449397011,TRUE,29,4.08173682438219,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.11,TRUE
"A3",2012,36,20780867,FALSE,789,"CCA4E8DE0E7C55E83CB5F9E0B3C2AA5232DB07873E29F53B35C08D698199F7A5",3,5,13,0,TRUE,0.305611484875769,"","","",TRUE,0.012515141501388,0.62288154163359,0.0200923300256505,FALSE,17,3.59933188406453,"","","",0.100000000000001,TRUE
"A2",2012,37,20780868,FALSE,789,"84EE82E61C79A0F5F06C9991620E10A8909A9FF9838C9DFE2878EC5EFAA768D1",3,2,15,0,TRUE,0.32831105464538,"","","",TRUE,0.0388774140581072,0.604806655879045,0.0642807311728432,TRUE,24,3.48426803522101,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,37,20780868,FALSE,789,"84EE82E61C79A0F5F06C9991620E10A8909A9FF9838C9DFE2878EC5EFAA768D1",3,2,15,0,TRUE,0.32831105464538,"","","",TRUE,0.00604806655879045,0.604806655879045,0.01,TRUE,17,3.50183758702716,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.109999999999999,TRUE
"A2",2012,38,20780869,FALSE,789,"2984CB3BB2D0C2B99FA2FE4B66E427BAFB0FBD67797577595DDC713C921888E8",3,3,12,0,TRUE,0.343201218286946,"","","",TRUE,0.0357880498226001,0.611028216124292,0.0585702081805667,TRUE,25,3.63030339080285,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,38,20780869,FALSE,789,"2984CB3BB2D0C2B99FA2FE4B66E427BAFB0FBD67797577595DDC713C921888E8",3,3,12,0,TRUE,0.343201218286946,"","","",TRUE,0.00611028216124293,0.611028216124292,0.01,TRUE,20,3.87166436560701,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.109999999999999,TRUE
"A2",2012,39,20780870,FALSE,789,"AAAB5D1EF66CA22FED2C7C263B9276F481A0B4BCDCD196E7C5BC4CB3D3ED696D",3,2,13,0,TRUE,0.388025692576742,"","","",TRUE,0.0252661176190229,0.570261257047248,0.0443062145758388,TRUE,27,3.53270097446358,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,39,20780870,FALSE,789,"AAAB5D1EF66CA22FED2C7C263B9276F481A0B4BCDCD196E7C5BC4CB3D3ED696D",3,2,13,0,TRUE,0.388025692576742,"","","",TRUE,0.0114578773774356,0.570261257047248,0.0200923300256505,FALSE,15,3.18302470429426,"","","",0.109999999999999,TRUE
"A2",2012,40,20780871,FALSE,789,"D20F0D6CD3A5A9915C6AF003A36EA858BC90BFB2E581B965C793991CC3A34193",3,3,16,0,TRUE,0.337759055667472,"","","",TRUE,0.028833766085584,0.650783786464749,0.0443062145758388,TRUE,24,3.72530094640177,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.129999999999999,TRUE
"A3",2012,40,20780871,FALSE,789,"D20F0D6CD3A5A9915C6AF003A36EA858BC90BFB2E581B965C793991CC3A34193",3,3,16,0,TRUE,0.337759055667472,"","","",TRUE,0.0113726314911168,0.650783786464749,0.0174752840000768,FALSE,18,3.70056716113679,"","","",0.129999999999999,TRUE
"A2",2012,41,20780872,FALSE,789,"086A5EA8AA17616367F85BD8FA18F6EFF79AC0396E2584665AA05C3DDA6E661E",3,3,13,0,TRUE,0.315372895797717,"","","",TRUE,0.0329012727240651,0.588488459632892,0.0559081018251223,TRUE,25,3.6479504035939,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,41,20780872,FALSE,789,"086A5EA8AA17616367F85BD8FA18F6EFF79AC0396E2584665AA05C3DDA6E661E",3,3,13,0,TRUE,0.315372895797717,"","","",TRUE,0.0163750409644189,0.588488459632892,0.0278255940220713,FALSE,18,3.50453193546108,"","","",0.0999999999999996,TRUE
"A2",2012,42,20780873,FALSE,789,"1D22558ED69B109A669F5CEEF77E4D1D70985CB6CFC8E5C0907EC0F54DD6A926",3,3,13,0,TRUE,0.365539107025362,"","","",TRUE,0.0270817665429103,0.611240811298708,0.0443062145758388,TRUE,27,3.5655694474444,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.109999999999999,TRUE
"A3",2012,42,20780873,FALSE,789,"1D22558ED69B109A669F5CEEF77E4D1D70985CB6CFC8E5C0907EC0F54DD6A926",3,3,13,0,TRUE,0.365539107025362,"","","",TRUE,0.0162350925132892,0.611240811298708,0.0265608778294669,FALSE,17,3.28449776272899,"","","",0.109999999999999,TRUE
"A2",2012,43,20780874,FALSE,789,"83672E24DE24997587CEFF0A9F554B74A906C6215B94A3770D0257453ABF565D",3,3,14,0,TRUE,0.307850498824796,"","","",TRUE,0.013649240553527,0.590843040242962,0.0231012970008316,TRUE,29,4.18351781345793,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,43,20780874,FALSE,789,"83672E24DE24997587CEFF0A9F554B74A906C6215B94A3770D0257453ABF565D",3,3,14,0,TRUE,0.307850498824796,"","","",TRUE,0.00590843040242962,0.590843040242962,0.01,TRUE,18,3.91945920251389,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.110000000000001,TRUE
"A2",2012,44,20780875,FALSE,789,"11C2473B91228CBD46A191B75FD1B2E6A2B2C5468917B7F3AAF162B5C5109572",3,3,12,0,TRUE,0.324183911038514,"","","",TRUE,0.0136628614065624,0.591432654455315,0.0231012970008316,TRUE,29,4.2875926117004,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,44,20780875,FALSE,789,"11C2473B91228CBD46A191B75FD1B2E6A2B2C5468917B7F3AAF162B5C5109572",3,3,12,0,TRUE,0.324183911038514,"","","",TRUE,0.0164569649342695,0.591432654455315,0.0278255940220712,FALSE,18,3.78847455549365,"","","",0.0899999999999999,TRUE
"A2",2012,45,20780876,FALSE,789,"370996154BA3B5BE09F0249ED97332D7F6BF0FC7734B730A2D9221B03FF1E445",3,3,13,0,TRUE,0.335390071445757,"","","",TRUE,0.0169718711101828,0.555752263363179,0.0305385550883342,TRUE,31,4.1826980544743,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,45,20780876,FALSE,789,"370996154BA3B5BE09F0249ED97332D7F6BF0FC7734B730A2D9221B03FF1E445",3,3,13,0,TRUE,0.335390071445757,"","","",TRUE,0.00555752263363179,0.555752263363179,0.01,TRUE,20,3.94533728316279,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0800000000000001,TRUE
"A2",2012,46,20780877,FALSE,789,"53A61F47CEB4391AD15F23903544C92AEFDA2518C44BD8256AF51374D90D6420",3,4,11,0,TRUE,0.339944455130143,"","","",TRUE,0.0548014611057763,0.615597983024291,0.0890215085445039,TRUE,22,3.29990276171575,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,46,20780877,FALSE,789,"53A61F47CEB4391AD15F23903544C92AEFDA2518C44BD8256AF51374D90D6420",3,4,11,0,TRUE,0.339944455130143,"","","",TRUE,0.0112699879279519,0.615597983024291,0.0183073828029537,FALSE,17,3.47098176842594,"","","",0.0999999999999996,TRUE
"A2",2012,47,20780878,FALSE,789,"717515D8B32206390270FE9E69BE33A504B3DD3E7FB90CF6A0B32F87AD24DD33",3,3,13,0,TRUE,0.322190727236402,"","","",TRUE,0.0123855228958205,0.616430393090736,0.0200923300256505,TRUE,31,4.30576411179676,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,47,20780878,FALSE,789,"717515D8B32206390270FE9E69BE33A504B3DD3E7FB90CF6A0B32F87AD24DD33",3,3,13,0,TRUE,0.322190727236402,"","","",TRUE,0.0179692730539768,0.616430393090736,0.0291505306282518,FALSE,17,3.41365240095862,"","","",0.0800000000000001,TRUE
"A2",2012,48,20780879,FALSE,789,"C59B8C4C1FEF0C95533CD8C5CCCEA8C02F88A00FEA4BB353F10AD4838453E6E9",3,2,15,0,TRUE,0.339532112405908,"","","",TRUE,0.0309215574476403,0.579413530873667,0.0533669923120631,TRUE,25,3.73459724826404,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,48,20780879,FALSE,789,"C59B8C4C1FEF0C95533CD8C5CCCEA8C02F88A00FEA4BB353F10AD4838453E6E9",3,2,15,0,TRUE,0.339532112405908,"","","",TRUE,0.00579413530873667,0.579413530873667,0.01,TRUE,18,3.84873919715225,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.110000000000001,TRUE
"A2",2012,49,20780880,FALSE,789,"003B765AB5FA7C7798255E3183862DF9CF06BE798434B6E9858597DD5C23DA75",3,4,11,0,TRUE,0.366362408647334,"","","",TRUE,0.0430841266793131,0.582948817231591,0.0739072203352578,TRUE,23,3.28212147411635,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,49,20780880,FALSE,789,"003B765AB5FA7C7798255E3183862DF9CF06BE798434B6E9858597DD5C23DA75",3,4,11,0,TRUE,0.366362408647334,"","","",TRUE,0.00582948817231591,0.582948817231591,0.01,TRUE,16,3.31957660500066,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0800000000000001,TRUE
"A2",2012,50,20780881,FALSE,789,"4F5BFF144816FFE1225F583925EBAF88477F832DF42DA13AE29FE5B25D54B7E7",3,5,14,0,TRUE,0.358964214274894,"","","",TRUE,0.0518804745056047,0.610535624961948,0.0849753435908644,TRUE,24,3.26044746617148,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,50,20780881,FALSE,789,"4F5BFF144816FFE1225F583925EBAF88477F832DF42DA13AE29FE5B25D54B7E7",3,5,14,0,TRUE,0.358964214274894,"","","",TRUE,0.00735392321720774,0.610535624961948,0.0120450354025878,FALSE,19,3.68748069090495,"","","",0.0800000000000001,TRUE
"A2",2016,1,20790832,FALSE,789,"64C34F2165C0CAD5242B5400A3ADE8E37E9E67E5D795FDC7327A852DBA0047C9",3,6,14,0,TRUE,0.306023442507563,"","","",TRUE,0.0140433746387975,0.636849978310807,0.0220513073990305,TRUE,30,4.1406529455673,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,1,20790832,FALSE,789,"64C34F2165C0CAD5242B5400A3ADE8E37E9E67E5D795FDC7327A852DBA0047C9",3,6,14,0,TRUE,0.306023442507563,"","","",TRUE,0.00767088053489095,0.636849978310807,0.0120450354025878,FALSE,20,3.69135335140758,"","","",0.0999999999999996,TRUE
"A2",2016,2,20790833,FALSE,789,"E93CDF2A68A36DD0A64BD27D36CC4BFAECCF804EFEB5B0ED8549C783E5D7C0B9",3,3,16,0,TRUE,0.308310572990828,"","","",TRUE,0.020180805982689,0.630794651195743,0.0319926713779738,TRUE,28,4.02674954628999,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2016,2,20790833,FALSE,789,"E93CDF2A68A36DD0A64BD27D36CC4BFAECCF804EFEB5B0ED8549C783E5D7C0B9",3,3,16,0,TRUE,0.308310572990828,"","","",TRUE,0.00833873405647929,0.630794651195743,0.0132194114846603,FALSE,19,3.90109537929491,"","","",0.0800000000000001,TRUE
"A2",2016,3,20790834,FALSE,789,"E0D1024A4F1FC6AB25FB423D6B44FCDC822FC81F3A609E8E492D4E2954E87A26",3,5,16,0,TRUE,0.315024045282232,"","","",TRUE,0.0346575040098723,0.619901282255641,0.0559081018251223,TRUE,25,3.69519483868632,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.100000000000001,TRUE
"A3",2016,3,20790834,FALSE,789,"E0D1024A4F1FC6AB25FB423D6B44FCDC822FC81F3A609E8E492D4E2954E87A26",3,5,16,0,TRUE,0.315024045282232,"","","",TRUE,0.00619901282255641,0.619901282255641,0.01,TRUE,21,3.84570054901756,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.110000000000001,TRUE
"A2",2016,4,20790835,FALSE,789,"DAA816AA1D2D2CF1396C8123B2B99B4F427BE0BD15C41171556BE25D8FAB3331",3,4,16,0,TRUE,0.334641591113211,"","","",TRUE,0.023486881941145,0.638511611036535,0.0367837977182863,TRUE,29,3.90915060387878,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2016,4,20790835,FALSE,789,"DAA816AA1D2D2CF1396C8123B2B99B4F427BE0BD15C41171556BE25D8FAB3331",3,4,16,0,TRUE,0.334641591113211,"","","",TRUE,0.00638511611036535,0.638511611036535,0.01,TRUE,19,3.76104107531832,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0999999999999996,TRUE
"A2",2016,5,20790836,FALSE,789,"538E44F3CD828DD280193788851BBA70FE3089203F65B9F6365455EBF04AA18E",3,2,12,0,TRUE,0.315918966171887,"","","",TRUE,0.0293615467514075,0.632575348742253,0.0464158883361278,TRUE,27,3.76390612714534,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,5,20790836,FALSE,789,"538E44F3CD828DD280193788851BBA70FE3089203F65B9F6365455EBF04AA18E",3,2,12,0,TRUE,0.315918966171887,"","","",TRUE,0.00632575348742253,0.632575348742253,0.01,TRUE,19,3.67851355334126,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.110000000000001,TRUE
"A2",2016,6,20790837,FALSE,789,"57FBDB2C3659BAB4FC6AC8F31E7694C9CF7C87B4070E64DF2858B89A1829D0E5",3,4,13,0,TRUE,0.334015412923057,"","","",TRUE,0.0336376893501426,0.601660372147129,0.0559081018251222,TRUE,29,3.7772230638897,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2016,6,20790837,FALSE,789,"57FBDB2C3659BAB4FC6AC8F31E7694C9CF7C87B4070E64DF2858B89A1829D0E5",3,4,13,0,TRUE,0.334015412923057,"","","",TRUE,0.00691763221729766,0.601660372147129,0.0114975699539774,FALSE,23,3.89699636852946,"","","",0.0800000000000001,TRUE
"A2",2016,7,20790838,FALSE,789,"9A46AFAC7669D5CBDA6B8001F787CF4BF8082E4736537AF769F831BDA1CB4270",3,2,12,0,TRUE,0.350214582962428,"","","",TRUE,0.0268878919123955,0.60686502265662,0.0443062145758388,TRUE,30,3.72800702529169,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,7,20790838,FALSE,789,"9A46AFAC7669D5CBDA6B8001F787CF4BF8082E4736537AF769F831BDA1CB4270",3,2,12,0,TRUE,0.350214582962428,"","","",TRUE,0.0060686502265662,0.60686502265662,0.01,TRUE,19,3.44840023006551,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.109999999999999,TRUE
"A2",2016,8,20790839,FALSE,789,"A09A98C5CC4E39820C16E450B25B8C40AF5B180BDE9A33000768B3277B9DEA3D",3,5,13,0,TRUE,0.304461736009602,"","","",TRUE,0.0188910321754456,0.618596135960016,0.0305385550883342,TRUE,29,3.9878070638735,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,8,20790839,FALSE,789,"A09A98C5CC4E39820C16E450B25B8C40AF5B180BDE9A33000768B3277B9DEA3D",3,5,13,0,TRUE,0.304461736009602,"","","",TRUE,0.00618596135960015,0.618596135960016,0.01,TRUE,20,3.83312418799731,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0899999999999999,TRUE
"A2",2016,9,20790840,FALSE,789,"11BA1090FFFCD8CD118364F603E4089BB10D0AC2E6D0A8C34FBBD6A864ADA404",3,0,13,1,TRUE,0.327012180228469,"","","",TRUE,0.0251619613364671,0.623280994969404,0.0403701725859655,TRUE,28,3.79309668360258,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,9,20790840,FALSE,789,"11BA1090FFFCD8CD118364F603E4089BB10D0AC2E6D0A8C34FBBD6A864ADA404",3,0,13,1,TRUE,0.327012180228469,"","","",TRUE,0.00623280994969404,0.623280994969404,0.01,TRUE,19,3.5694060689298,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.109999999999999,TRUE
"A2",2016,10,20790841,FALSE,789,"D0D2D4448E7D67917D4560BDEA0DC2F9D74EF1613E9DC00EF2E52E9D108DA983",3,5,18,0,TRUE,0.347920912398097,"","","",TRUE,0.00622160066096761,0.622160066096761,0.01,TRUE,33,4.28465617125197,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.110000000000001,TRUE
"A3",2016,10,20790841,FALSE,789,"D0D2D4448E7D67917D4560BDEA0DC2F9D74EF1613E9DC00EF2E52E9D108DA983",3,5,18,0,TRUE,0.347920912398097,"","","",TRUE,0.00715332888251868,0.622160066096761,0.0114975699539774,FALSE,17,3.36319121431998,"","","",0.110000000000001,TRUE
"A2",2016,11,20790842,FALSE,789,"B9F2F4C048AFC8DAC614F192B85F885045BB7256AEFC906EB4B299E5FDE5E3F6",3,4,18,0,TRUE,0.297328553367357,"","","",TRUE,0.0192149509747024,0.629203016289484,0.0305385550883342,TRUE,29,3.97241998263132,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,11,20790842,FALSE,789,"B9F2F4C048AFC8DAC614F192B85F885045BB7256AEFC906EB4B299E5FDE5E3F6",3,4,18,0,TRUE,0.297328553367357,"","","",TRUE,0.0100186913635606,0.629203016289484,0.0159228279334109,FALSE,19,3.74156245545184,"","","",0.0999999999999996,TRUE
"A2",2016,12,20790843,FALSE,789,"47F33AB2264BA4599A670C1A89F213CD3119C8F7ED49F928F0B1A26E038F6737",3,3,13,0,TRUE,0.339791851695362,"","","",TRUE,0.0246514649236199,0.639711483232649,0.0385352859371053,TRUE,30,3.75828207074273,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.110000000000001,TRUE
"A3",2016,12,20790843,FALSE,789,"47F33AB2264BA4599A670C1A89F213CD3119C8F7ED49F928F0B1A26E038F6737",3,3,13,0,TRUE,0.339791851695362,"","","",TRUE,0.00639711483232649,0.639711483232649,0.01,TRUE,19,3.44000445263058,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.130000000000001,TRUE
"A2",2016,13,20790844,FALSE,789,"B4CC8A429AE930A73658CB4D8241EBEA1194546BCD0B74AF1A52FB7A506A3430",3,5,14,0,TRUE,0.312315663907937,"","","",TRUE,0.027193201796211,0.642980377430709,0.042292428743895,TRUE,28,3.7589277214189,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.109999999999999,TRUE
"A3",2016,13,20790844,FALSE,789,"B4CC8A429AE930A73658CB4D8241EBEA1194546BCD0B74AF1A52FB7A506A3430",3,5,14,0,TRUE,0.312315663907937,"","","",TRUE,0.00642980377430709,0.642980377430709,0.01,TRUE,20,3.7161017361234,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0899999999999999,TRUE
"A2",2016,14,20790845,FALSE,789,"C031B388BDD7EB788B164E58878608706687BA97834BC31F89E0045A28C89C20",3,5,16,0,TRUE,0.30030969919859,"","","",TRUE,0.0195195794259671,0.669613177025648,0.0291505306282518,TRUE,27,3.78178211754942,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,14,20790845,FALSE,789,"C031B388BDD7EB788B164E58878608706687BA97834BC31F89E0045A28C89C20",3,5,16,0,TRUE,0.30030969919859,"","","",TRUE,0.00669613177025648,0.669613177025648,0.01,TRUE,18,3.60179515903605,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.109999999999999,TRUE
"A2",2016,15,20790846,FALSE,789,"D19D1F8D11D5D48A9BAA1454FBB163BC2DB60D02A3EF7FCA34CADA8FD50C4561",3,4,14,0,TRUE,0.288625221795009,"","","",TRUE,0.0257896043713533,0.669246477460824,0.0385352859371053,TRUE,28,3.89905244387407,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,15,20790846,FALSE,789,"D19D1F8D11D5D48A9BAA1454FBB163BC2DB60D02A3EF7FCA34CADA8FD50C4561",3,4,14,0,TRUE,0.288625221795009,"","","",TRUE,0.00669246477460824,0.669246477460824,0.01,TRUE,18,3.67865272056276,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0800000000000001,TRUE
"A2",2016,16,20790847,FALSE,789,"77F7FC2D46CDF4AC844D164ABCD130C2762FAA9362AAC1B551D1A6AA5C23841F",3,3,15,0,TRUE,0.310893136217108,"","","",TRUE,0.025068719252337,0.650539334085972,0.0385352859371053,TRUE,29,3.73955803302324,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2016,16,20790847,FALSE,789,"77F7FC2D46CDF4AC844D164ABCD130C2762FAA9362AAC1B551D1A6AA5C23841F",3,3,15,0,TRUE,0.310893136217108,"","","",TRUE,0.00988761943774091,0.650539334085972,0.0151991108295293,FALSE,19,3.52515368530662,"","","",0.0899999999999999,TRUE
