"Claim_ID","Wave","Node_1","Node_2","Primary_edge_weight","Primary_retained","Module_ID","Variant","Applicable","Sensitivity_edge_weight","Absolute_difference","Robustness_status","Evidence_status"
"EDGE_2012_VCF0806_VCF9223",2012,"VCF0806","VCF9223",0.0150369312245018,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0169291548418138,0.001892223617312,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0806_VCF9223",2012,"VCF0806","VCF9223",0.0150369312245018,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0169291548418138,0.001892223617312,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0806_VCF9223",2012,"VCF0806","VCF9223",0.0150369312245018,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.041888921560685,0.0268519903361832,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0838",2012,"VCF0809","VCF0838",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.0220054555470494,0.0220054555470494,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0838",2012,"VCF0809","VCF0838",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0838",2012,"VCF0809","VCF0838",0,FALSE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0838",2012,"VCF0809","VCF0838",0,FALSE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0838",2012,"VCF0809","VCF0838",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0838",2012,"VCF0809","VCF0838",0,FALSE,"S09_D19_MODE","ALL_INTERNET",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0839",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.192726123560564,0.00351547003292052,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0839",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.189210653527643,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0839",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2012_VCF0809_VCF0839",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.219598428289407,0.030387774761764,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0839",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.219598428289407,0.030387774761764,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0839",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.180756234620534,0.00845441890710916,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0879a",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.00853309836832052,0.0109656255492779,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0879a",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.0194987239175984,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0879a",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0142320987749043,0.00526662514269417,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0879a",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,-0.0443073983608467,0.0248086744432483,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0879a",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,-0.0443073983608467,0.0248086744432483,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0879a",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0,0.0194987239175984,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0888",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.063530972962537,0.0172414584455916,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0888",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0462895145169454,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0888",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.0539473463393063,0.0076578318223609,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0888",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0106761060565727,0.0356134084603727,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0888",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0106761060565727,0.0356134084603727,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0888",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.0483981554219524,0.00210864090500705,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0890",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.104951931918967,0.012925560679777,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0890",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0920263712391898,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0890",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.149146002651824,0.0571196314126343,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0890",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0609103030864837,0.0311160681527061,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0890",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0609103030864837,0.0311160681527061,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0890",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.120496419810798,0.0284700485716079,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0894",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.138233583835342,0.0133847686391863,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0894",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.151618352474529,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0894",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.223972379270914,0.0723540267963852,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF0894",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.179669785435169,0.0280514329606408,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0894",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.179669785435169,0.0280514329606408,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF0894",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.135383995330218,0.0162343571443106,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF9223",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.0404628090738897,0.0175798308528898,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF9223",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.0228829782209999,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF9223",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0173635641671834,0.00551941405381651,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0809_VCF9223",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,-0.0263012966499221,0.00341831842892219,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF9223",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,-0.0263012966499221,0.00341831842892219,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0809_VCF9223",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,-0.0251689452921108,0.00228596707111092,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0839",2012,"VCF0838","VCF0839",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.0156489515087731,0.0156489515087731,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0839",2012,"VCF0838","VCF0839",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0839",2012,"VCF0838","VCF0839",0,FALSE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2012_VCF0838_VCF0839",2012,"VCF0838","VCF0839",0,FALSE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0241516983368769,0.0241516983368769,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0839",2012,"VCF0838","VCF0839",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0241516983368769,0.0241516983368769,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0839",2012,"VCF0838","VCF0839",0,FALSE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.010459451598905,0.010459451598905,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0879a",2012,"VCF0838","VCF0879a",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0879a",2012,"VCF0838","VCF0879a",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0879a",2012,"VCF0838","VCF0879a",0,FALSE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0879a",2012,"VCF0838","VCF0879a",0,FALSE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0879a",2012,"VCF0838","VCF0879a",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0879a",2012,"VCF0838","VCF0879a",0,FALSE,"S09_D19_MODE","ALL_INTERNET",TRUE,-0.00615264977055309,0.00615264977055309,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0888",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.10275705896905,0.00834681473232485,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0888",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.111103873701375,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0888",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.110746978148656,0.000356895552719533,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0888",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,-0.136172489449408,0.0250686157480328,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0888",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,-0.136172489449408,0.0250686157480328,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0888",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,-0.105238020077858,0.00586585362351726,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0890",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.170023099260183,0.00368919128219589,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0890",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.173712290542379,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0890",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.179366699799414,0.00565440925703439,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0890",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.162612557556851,0.0110997329855286,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0890",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.162612557556851,0.0110997329855286,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0890",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.165664185604601,0.00804810493777849,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0894",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.0389844356234595,0.00374227052077024,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0894",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.0427267061442297,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0894",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0443755390377185,0.00164883289348875,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF0894",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,-0.0408300485428648,0.00189665760136497,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0894",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,-0.0408300485428648,0.00189665760136497,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF0894",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,-0.0140803536050939,0.0286463525391359,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF9223",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.104707440441273,0.0150461033381065,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF9223",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.11975354377938,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF9223",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.119653848605077,9.96951743031105e-05,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0838_VCF9223",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.115892203209812,0.00386134056956744,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF9223",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.115892203209812,0.00386134056956744,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0838_VCF9223",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.109582937749841,0.0101706060295387,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0879a",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.0172851816055184,0.00708151422486529,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0879a",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0243666958303837,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0879a",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2012_VCF0839_VCF0879a",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.00364113221225883,0.0207255636181248,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0879a",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.00364113221225883,0.0207255636181248,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0879a",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.0134801040092938,0.0108865918210899,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0888",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.0302351567180235,0.00223571272087862,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0888",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0279994439971449,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0888",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2012_VCF0839_VCF0888",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.052308291700694,0.0243088477035491,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0888",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.052308291700694,0.0243088477035491,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0888",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.0533896793549371,0.0253902353577922,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0890",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.240094569412425,0.0232516359680074,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0890",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.263346205380432,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0890",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2012_VCF0839_VCF0890",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.268299827724998,0.00495362234456559,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0890",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.268299827724998,0.00495362234456559,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0890",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.235158644407493,0.0281875609729398,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0894",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.319357461797795,0.0146030015817961,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0894",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.304754460215999,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF0894",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2012_VCF0839_VCF0894",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.29669576994488,0.00805869027111916,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0894",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.29669576994488,0.00805869027111916,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF0894",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.347101372069572,0.0423469118535727,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF9223",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.0522518453951937,0.0251173607903855,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF9223",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0271344846048082,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0839_VCF9223",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2012_VCF0839_VCF9223",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0476558180642935,0.0205213334594853,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF9223",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0476558180642935,0.0205213334594853,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2012_VCF0839_VCF9223",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,"S09_D19_MODE","ALL_INTERNET",TRUE,0.0412545850517611,0.0141201004469529,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0879a_VCF0888",2012,"VCF0879a","VCF0888",-0.122256344533936,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.127719267003261,0.00546292246932506,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2012_VCF0879a_VCF0888",2012,"VCF0879a","VCF0888",-0.122256344533936,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.122256344533936,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
