"Claim_ID","Claim_type","Wave","Earlier_wave","Later_wave","Metric","A1_match","A2_match_proportion","A3_match_proportion","Minimum_match","Final_status","Interpretation"
"EDGE_2016_VCF0894_VCF9223","EDGE_SIGN_AND_RETENTION",2016,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.678,0.09,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF0809","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF0838","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,0.998,0.998,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF0839","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF0879a","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.879,0.427,0.427,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF0888","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.998,0.945,0.945,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF0890","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.885,0.465,0.465,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF0894","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.963,0.731,0.731,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0806_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.657,0.162,0.162,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0809_VCF0838","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.707,0.207,0.207,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0809_VCF0839","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0809_VCF0879a","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.742,0.256,0.256,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0809_VCF0888","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.603,0.164,0.164,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0809_VCF0890","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.98,0.758,0.758,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0809_VCF0894","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,0.997,0.997,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0809_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.656,0.962,0.656,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0838_VCF0839","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.685,0.215,0.215,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0838_VCF0879a","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.522,0.078,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0838_VCF0888","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,0.986,0.986,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0838_VCF0890","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.989,0.872,0.872,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0838_VCF0894","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.87,0.414,0.414,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0838_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,0.931,0.931,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0839_VCF0879a","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.71,0.957,0.71,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0839_VCF0888","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.255,0.051,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0839_VCF0890","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0839_VCF0894","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0839_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.557,0.925,0.557,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0879a_VCF0888","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,0.977,0.977,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0879a_VCF0890","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.614,0.195,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0879a_VCF0894","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0879a_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0888_VCF0890","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.971,0.817,0.817,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0888_VCF0894","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.861,0.458,0.458,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0888_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.987,0.735,0.735,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0890_VCF0894","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.998,0.953,0.953,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0890_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.969,0.681,0.681,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2020_VCF0894_VCF9223","EDGE_SIGN_AND_RETENTION",2020,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.503,0.92,0.503,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF0809","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF0838","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.991,0.729,0.729,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF0839","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,0.998,0.998,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF0879a","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.459,0.038,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF0888","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.992,0.783,0.783,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF0890","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.979,0.735,0.735,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF0894","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.995,0.889,0.889,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0806_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.996,0.819,0.819,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0809_VCF0838","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.972,0.674,0.674,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0809_VCF0839","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0809_VCF0879a","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.645,0.987,0.645,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0809_VCF0888","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.731,0.198,0.198,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0809_VCF0890","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.926,0.6,0.6,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0809_VCF0894","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,0.992,0.992,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0809_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.686,0.969,0.686,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0838_VCF0839","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.985,0.751,0.751,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0838_VCF0879a","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.619,0.052,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0838_VCF0888","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.992,0.725,0.725,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0838_VCF0890","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.968,0.73,0.73,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0838_VCF0894","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.875,0.397,0.397,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0838_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0839_VCF0879a","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.669,0.98,0.669,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0839_VCF0888","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.701,0.253,0.253,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0839_VCF0890","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0839_VCF0894","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0839_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.538,0.08,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0879a_VCF0888","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.99,0.662,0.662,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0879a_VCF0890","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.545,0.126,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0879a_VCF0894","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.997,0.778,0.778,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0879a_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0888_VCF0890","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.993,0.962,0.962,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0888_VCF0894","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",FALSE,0.641,0.19,0,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0888_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.998,0.89,0.89,"MIXED","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0890_VCF0894","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,1,1,1,"ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0890_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.952,0.708,0.708,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"EDGE_2024_VCF0894_VCF9223","EDGE_SIGN_AND_RETENTION",2024,,,"EDGE_WEIGHT_AND_RETENTION",TRUE,0.952,0.556,0.556,"NOT_ROBUST","MECHANICAL_EDGE_STATE_AUDIT_NOT_SIGNIFICANCE"
"WAVE_2004_RETAINED_EDGES","WAVE_NETWORK_DESCRIPTOR",2004,,,"Retained_edges",,25,15,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2004_DENSITY","WAVE_NETWORK_DESCRIPTOR",2004,,,"Density",,0.694444444444444,0.416666666666667,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2004_GLOBAL_STRENGTH","WAVE_NETWORK_DESCRIPTOR",2004,,,"Global_strength",,3.27385693104573,3.08268738942674,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2012_RETAINED_EDGES","WAVE_NETWORK_DESCRIPTOR",2012,,,"Retained_edges",,26,17,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2012_DENSITY","WAVE_NETWORK_DESCRIPTOR",2012,,,"Density",,0.722222222222222,0.472222222222222,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2012_GLOBAL_STRENGTH","WAVE_NETWORK_DESCRIPTOR",2012,,,"Global_strength",,3.59797119129043,3.5630185358199,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2016_RETAINED_EDGES","WAVE_NETWORK_DESCRIPTOR",2016,,,"Retained_edges",,30,19,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2016_DENSITY","WAVE_NETWORK_DESCRIPTOR",2016,,,"Density",,0.833333333333333,0.527777777777778,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2016_GLOBAL_STRENGTH","WAVE_NETWORK_DESCRIPTOR",2016,,,"Global_strength",,3.94041314480717,3.63655505562409,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2020_RETAINED_EDGES","WAVE_NETWORK_DESCRIPTOR",2020,,,"Retained_edges",,30,22,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2020_DENSITY","WAVE_NETWORK_DESCRIPTOR",2020,,,"Density",,0.833333333333333,0.611111111111111,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2020_GLOBAL_STRENGTH","WAVE_NETWORK_DESCRIPTOR",2020,,,"Global_strength",,4.15401535338901,4.00322765599178,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2024_RETAINED_EDGES","WAVE_NETWORK_DESCRIPTOR",2024,,,"Retained_edges",,31,22,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2024_DENSITY","WAVE_NETWORK_DESCRIPTOR",2024,,,"Density",,0.861111111111111,0.611111111111111,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"WAVE_2024_GLOBAL_STRENGTH","WAVE_NETWORK_DESCRIPTOR",2024,,,"Global_strength",,4.07845233003821,3.85390364030204,,"DESCRIPTIVE_AUDIT_COMPLETE","A2_AND_A3_COLUMNS_STORE_MEDIANS_NOT_MATCH_PROPORTIONS"
"CONTRAST_2004_2012_RETAINED_EDGE_COUNT_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2004,2012,"Retained_edge_count_difference",TRUE,0.524,0.885,0.524,"NOT_ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2004_2012_GLOBAL_STRENGTH_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2004,2012,"Global_strength_difference",TRUE,0.962,0.997,0.962,"ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2012_2016_RETAINED_EDGE_COUNT_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2012,2016,"Retained_edge_count_difference",FALSE,0.067,0.125,0,"NOT_ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2012_2016_GLOBAL_STRENGTH_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2012,2016,"Global_strength_difference",TRUE,0.818,0.588,0.588,"NOT_ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2016_2020_RETAINED_EDGE_COUNT_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2016,2020,"Retained_edge_count_difference",FALSE,0.154,0.08,0,"NOT_ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2016_2020_GLOBAL_STRENGTH_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2016,2020,"Global_strength_difference",TRUE,0.784,0.882,0.784,"MIXED","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2020_2024_RETAINED_EDGE_COUNT_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2020,2024,"Retained_edge_count_difference",FALSE,0.58,0.525,0,"NOT_ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2020_2024_GLOBAL_STRENGTH_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2020,2024,"Global_strength_difference",TRUE,0.643,0.689,0.643,"NOT_ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2004_2024_RETAINED_EDGE_COUNT_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2004,2024,"Retained_edge_count_difference",TRUE,0.998,1,0.998,"ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
"CONTRAST_2004_2024_GLOBAL_STRENGTH_DIFFERENCE","WAVE_CONTRAST_DIRECTION",,2004,2024,"Global_strength_difference",TRUE,1,1,1,"ROBUST","DIRECTION_REPRODUCIBILITY_NOT_SIGNIFICANCE_OR_EQUIVALENCE"
