"Claim_ID","Wave","Node_1","Node_2","Primary_edge_weight","Primary_retained","Applicable_module_variants","Evaluable_module_variants","Any_not_evaluable","Observed_change_status","Evaluation_completeness","Final_robustness_status","Maximum_observed_absolute_difference"
"EDGE_2024_VCF0806_VCF9223",2024,"VCF0806","VCF9223",0.103479021160507,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0180175758373846
"EDGE_2024_VCF0809_VCF0838",2024,"VCF0809","VCF0838",0.081819208318309,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0386103055802087
"EDGE_2024_VCF0809_VCF0839",2024,"VCF0809","VCF0839",0.282103083965334,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0117363500232421
"EDGE_2024_VCF0809_VCF0879a",2024,"VCF0809","VCF0879a",0,FALSE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2024_VCF0809_VCF0888",2024,"VCF0809","VCF0888",-0.0352736970916302,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0142425222045308
"EDGE_2024_VCF0809_VCF0890",2024,"VCF0809","VCF0890",0.0707344951564464,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0874014294155117
"EDGE_2024_VCF0809_VCF0894",2024,"VCF0809","VCF0894",0.158881201459168,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0734335253496023
"EDGE_2024_VCF0809_VCF9223",2024,"VCF0809","VCF9223",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0483081767142818
"EDGE_2024_VCF0838_VCF0839",2024,"VCF0838","VCF0839",0.0952675388816836,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0126307885374213
"EDGE_2024_VCF0838_VCF0879a",2024,"VCF0838","VCF0879a",0.020217806487761,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0349838376616896
"EDGE_2024_VCF0838_VCF0888",2024,"VCF0838","VCF0888",-0.118991017033197,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0509375227908878
"EDGE_2024_VCF0838_VCF0890",2024,"VCF0838","VCF0890",0.101584072151753,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0309231752661484
"EDGE_2024_VCF0838_VCF0894",2024,"VCF0838","VCF0894",0.0597191234757199,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0366064840197023
"EDGE_2024_VCF0838_VCF9223",2024,"VCF0838","VCF9223",0.255748972788864,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0247608740446416
"EDGE_2024_VCF0839_VCF0879a",2024,"VCF0839","VCF0879a",0,FALSE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2024_VCF0839_VCF0888",2024,"VCF0839","VCF0888",-0.0418929526015918,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0138507123479577
"EDGE_2024_VCF0839_VCF0890",2024,"VCF0839","VCF0890",0.266945440954792,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0152863441113228
"EDGE_2024_VCF0839_VCF0894",2024,"VCF0839","VCF0894",0.20897158234944,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0213651705466868
"EDGE_2024_VCF0839_VCF9223",2024,"VCF0839","VCF9223",0.00373441296582092,TRUE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0194345138623695
"EDGE_2024_VCF0879a_VCF0888",2024,"VCF0879a","VCF0888",-0.121405830251357,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0266456183269398
"EDGE_2024_VCF0879a_VCF0890",2024,"VCF0879a","VCF0890",0.0186928727184489,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0398239964067764
"EDGE_2024_VCF0879a_VCF0894",2024,"VCF0879a","VCF0894",0.117685330392291,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0349566444852972
"EDGE_2024_VCF0879a_VCF9223",2024,"VCF0879a","VCF9223",0.256573200491974,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0199859647939872
"EDGE_2024_VCF0888_VCF0890",2024,"VCF0888","VCF0890",0.202850964978324,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0388486310233497
"EDGE_2024_VCF0888_VCF0894",2024,"VCF0888","VCF0894",-0.0305512817079149,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0305512817079149
"EDGE_2024_VCF0888_VCF9223",2024,"VCF0888","VCF9223",-0.145761836891145,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0161335206449727
"EDGE_2024_VCF0890_VCF0894",2024,"VCF0890","VCF0894",0.24336732785639,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0741713554206601
"EDGE_2024_VCF0890_VCF9223",2024,"VCF0890","VCF9223",0.0975600014349317,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0345820253627799
"EDGE_2024_VCF0894_VCF9223",2024,"VCF0894","VCF9223",0.0723685538416249,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0746052594179811
