"Variable","Year","Raw_code","Raw_label","N","Response_class"
"VCF0839",2016,3,"UNLABELLED_IN_DTA",598,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2016,4,"UNLABELLED_IN_DTA",908,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2016,5,"UNLABELLED_IN_DTA",637,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2016,6,"UNLABELLED_IN_DTA",366,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2016,7,"7. Government should provide many more services: increase",295,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2016,9,"9. DK; haven't thought much about it",630,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,0,"0. NA; version NEW (2008); telephone IW (2000)",24,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,1,"1. Government should provide many fewer services: reduce",501,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,2,"UNLABELLED_IN_DTA",546,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,3,"UNLABELLED_IN_DTA",823,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,4,"UNLABELLED_IN_DTA",1514,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,5,"UNLABELLED_IN_DTA",1358,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,6,"UNLABELLED_IN_DTA",983,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,7,"7. Government should provide many more services: increase",1342,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2020,9,"9. DK; haven't thought much about it",1189,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,0,"0. NA; version NEW (2008); telephone IW (2000)",78,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,1,"1. Government should provide many fewer services: reduce",349,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,2,"UNLABELLED_IN_DTA",351,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,3,"UNLABELLED_IN_DTA",609,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,4,"UNLABELLED_IN_DTA",991,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,5,"UNLABELLED_IN_DTA",941,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,6,"UNLABELLED_IN_DTA",577,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,7,"7. Government should provide many more services: increase",933,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0839",2024,9,"9. DK; haven't thought much about it",692,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,1,"1. Greatly decrease defense spending",43,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,2,"UNLABELLED_IN_DTA",58,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,3,"UNLABELLED_IN_DTA",102,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,4,"UNLABELLED_IN_DTA",287,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,5,"UNLABELLED_IN_DTA",300,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,6,"UNLABELLED_IN_DTA",158,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,7,"7. Greatly increase defense spending",113,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2004,9,"9. DK; haven't thought much about it",151,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,0,"0. NA; version NEW (2008); telephone IW (2000)",1169,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,1,"1. Greatly decrease defense spending",102,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,2,"UNLABELLED_IN_DTA",71,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,3,"UNLABELLED_IN_DTA",120,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,4,"UNLABELLED_IN_DTA",255,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,5,"UNLABELLED_IN_DTA",200,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,6,"UNLABELLED_IN_DTA",117,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,7,"7. Greatly increase defense spending",98,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2008,9,"9. DK; haven't thought much about it",190,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2012,,"SYSTEM_MISSING",5914,"SYSTEM_MISSING"
"VCF0843",2016,0,"0. NA; version NEW (2008); telephone IW (2000)",16,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,1,"1. Greatly decrease defense spending",184,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,2,"UNLABELLED_IN_DTA",249,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,3,"UNLABELLED_IN_DTA",411,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,4,"UNLABELLED_IN_DTA",1008,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,5,"UNLABELLED_IN_DTA",787,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,6,"UNLABELLED_IN_DTA",594,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,7,"7. Greatly increase defense spending",450,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2016,9,"9. DK; haven't thought much about it",571,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,0,"0. NA; version NEW (2008); telephone IW (2000)",27,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,1,"1. Greatly decrease defense spending",655,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,2,"UNLABELLED_IN_DTA",571,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,3,"UNLABELLED_IN_DTA",886,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,4,"UNLABELLED_IN_DTA",1749,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,5,"UNLABELLED_IN_DTA",1357,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,6,"UNLABELLED_IN_DTA",1082,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,7,"7. Greatly increase defense spending",838,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2020,9,"9. DK; haven't thought much about it",1115,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,-1,"UNLABELLED_IN_DTA",245,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,0,"0. NA; version NEW (2008); telephone IW (2000)",18,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,1,"1. Greatly decrease defense spending",343,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,2,"UNLABELLED_IN_DTA",263,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,3,"UNLABELLED_IN_DTA",484,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,4,"UNLABELLED_IN_DTA",1160,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,5,"UNLABELLED_IN_DTA",964,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,6,"UNLABELLED_IN_DTA",666,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,7,"7. Greatly increase defense spending",707,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0843",2024,9,"9. DK; haven't thought much about it",671,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2004,1,"1.   Increased",804,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2004,2,"2.   Same",352,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2004,3,"3.   Decreased (before 2012: or cut out entirely)",42,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2004,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",14,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2008,1,"1.   Increased",1575,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2008,2,"2.   Same",607,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2008,3,"3.   Decreased (before 2012: or cut out entirely)",108,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2008,8,"8.   DK",29,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2008,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",3,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2012,1,"1.   Increased",3145,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2012,2,"2.   Same",2226,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2012,3,"3.   Decreased (before 2012: or cut out entirely)",490,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2012,8,"8.   DK",38,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2012,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",15,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2016,1,"1.   Increased",2691,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2016,2,"2.   Same",1215,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2016,3,"3.   Decreased (before 2012: or cut out entirely)",341,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2016,8,"8.   DK",9,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2016,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",14,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2020,1,"1.   Increased",4457,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2020,2,"2.   Same",2825,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2020,3,"3.   Decreased (before 2012: or cut out entirely)",945,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2020,8,"8.   DK",15,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2020,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",38,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2024,1,"1.   Increased",3400,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2024,2,"2.   Same",1535,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2024,3,"3.   Decreased (before 2012: or cut out entirely)",311,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2024,8,"8.   DK",5,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2024,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",25,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0888",2024,,"SYSTEM_MISSING",245,"SYSTEM_MISSING"
"VCF0890",2004,1,"1.   Increased",915,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2004,2,"2.   Same",233,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2004,3,"3.   Decreased (before 2012: or cut out entirely)",53,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2004,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",11,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2008,1,"1.   Increased",1814,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2008,2,"2.   Same",390,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2008,3,"3.   Decreased (before 2012: or cut out entirely)",91,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2008,8,"8.   DK",25,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2008,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",2,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2012,1,"1.   Increased",3785,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2012,2,"2.   Same",1507,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2012,3,"3.   Decreased (before 2012: or cut out entirely)",589,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2012,8,"8.   DK",21,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2012,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",12,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2016,1,"1.   Increased",2961,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2016,2,"2.   Same",960,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2016,3,"3.   Decreased (before 2012: or cut out entirely)",326,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2016,8,"8.   DK",9,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2016,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",14,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2020,1,"1.   Increased",5543,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2020,2,"2.   Same",2176,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2020,3,"3.   Decreased (before 2012: or cut out entirely)",532,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2020,8,"8.   DK",4,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2020,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",25,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2024,1,"1.   Increased",3597,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2024,2,"2.   Same",1205,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2024,3,"3.   Decreased (before 2012: or cut out entirely)",448,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2024,8,"8.   DK",9,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2024,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",17,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0890",2024,,"SYSTEM_MISSING",245,"SYSTEM_MISSING"
"VCF0894",2004,1,"1.   Increased",275,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2004,2,"2.   Same",537,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2004,3,"3.   Decreased (before 2012: or cut out entirely)",378,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2004,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",22,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2008,1,"1.   Increased",704,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2008,2,"2.   Same",965,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2008,3,"3.   Decreased (before 2012: or cut out entirely)",606,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2008,8,"8.   DK",41,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2008,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",6,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2012,1,"1.   Increased",916,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2012,2,"2.   Same",2401,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2012,3,"3.   Decreased (before 2012: or cut out entirely)",2531,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2012,8,"8.   DK",51,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2012,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",15,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2016,1,"1.   Increased",767,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2016,2,"2.   Same",1477,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2016,3,"3.   Decreased (before 2012: or cut out entirely)",1984,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2016,8,"8.   DK",22,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2016,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",20,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2020,1,"1.   Increased",2385,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2020,2,"2.   Same",3522,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2020,3,"3.   Decreased (before 2012: or cut out entirely)",2316,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2020,8,"8.   DK",9,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2020,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",48,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2024,1,"1.   Increased",1661,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2024,2,"2.   Same",2089,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2024,3,"3.   Decreased (before 2012: or cut out entirely)",1473,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2024,8,"8.   DK",30,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2024,9,"9.   NA; no Post IW; abbrev. telephone IW (1984)",23,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0894",2024,,"SYSTEM_MISSING",245,"SYSTEM_MISSING"
"VCF9047",2004,,"SYSTEM_MISSING",1212,"SYSTEM_MISSING"
"VCF9047",2008,1,"1. Increased",1523,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2008,2,"2. Same",639,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2008,3,"3. Decreased",124,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2008,7,"7. Cut out entirely (volunteered)",3,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2008,8,"8. DK",30,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2008,9,"9. NA; no Post IW; abbrev. telephone IW (1984)",3,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2012,1,"1. Increased",2577,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2012,2,"2. Same",2353,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2012,3,"3. Decreased",952,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2012,8,"8. DK",20,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2012,9,"9. NA; no Post IW; abbrev. telephone IW (1984)",12,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2016,1,"1. Increased",2264,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2016,2,"2. Same",1398,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2016,3,"3. Decreased",577,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2016,8,"8. DK",12,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2016,9,"9. NA; no Post IW; abbrev. telephone IW (1984)",19,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2020,1,"1. Increased",4961,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2020,2,"2. Same",2654,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2020,3,"3. Decreased",639,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2020,8,"8. DK",4,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2020,9,"9. NA; no Post IW; abbrev. telephone IW (1984)",22,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2024,1,"1. Increased",2982,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2024,2,"2. Same",1574,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2024,3,"3. Decreased",693,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2024,8,"8. DK",8,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2024,9,"9. NA; no Post IW; abbrev. telephone IW (1984)",19,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9047",2024,,"SYSTEM_MISSING",245,"SYSTEM_MISSING"
"VCF9049",2004,1,"1. Increased",749,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2004,2,"2. Same",396,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2004,3,"3. Decreased",43,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2004,7,"7. Cut out entirely (volunteered)",3,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2004,8,"8. DK",5,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2004,9,"9. NA; no Post IW (1984); abbrev. telephone IW",16,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2008,1,"1. Increased",1613,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2008,2,"2. Same",599,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2008,3,"3. Decreased",58,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2008,7,"7. Cut out entirely (volunteered)",10,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2008,8,"8. DK",36,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2008,9,"9. NA; no Post IW (1984); abbrev. telephone IW",6,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2012,1,"1. Increased",2967,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2012,2,"2. Same",2520,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2012,3,"3. Decreased",363,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2012,8,"8. DK",50,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2012,9,"9. NA; no Post IW (1984); abbrev. telephone IW",14,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2016,1,"1. Increased",2497,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2016,2,"2. Same",1485,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2016,3,"3. Decreased",257,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2016,8,"8. DK",14,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2016,9,"9. NA; no Post IW (1984); abbrev. telephone IW",17,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2020,1,"1. Increased",4557,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2020,2,"2. Same",3351,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2020,3,"3. Decreased",332,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2020,8,"8. DK",6,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2020,9,"9. NA; no Post IW (1984); abbrev. telephone IW",34,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2024,1,"1. Increased",3228,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2024,2,"2. Same",1770,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2024,3,"3. Decreased",240,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2024,8,"8. DK",16,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2024,9,"9. NA; no Post IW (1984); abbrev. telephone IW",22,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9049",2024,,"SYSTEM_MISSING",245,"SYSTEM_MISSING"
"VCF0879a",2004,1,"1. Increased",106,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2004,3,"3. Same as now",450,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2004,5,"5. Decreased",491,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2004,8,"8. DK",15,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2004,9,"9. NA; no Post IW",150,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2008,1,"1. Increased",302,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2008,3,"3. Same as now",868,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2008,5,"5. Decreased",891,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2008,8,"8. DK",35,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2008,9,"9. NA; no Post IW",226,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2012,1,"1. Increased",772,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2012,3,"3. Same as now",2318,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2012,5,"5. Decreased",2300,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2012,8,"8. DK",78,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2012,9,"9. NA; no Post IW",446,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2016,1,"1. Increased",585,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2016,3,"3. Same as now",1442,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2016,5,"5. Decreased",1594,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
