"Claim_ID","Claim_type","Wave","Node_1","Node_2","Primary_edge_weight","Primary_retained","Primary_sign","D11_applicable","D20A_gamma025_applicable","D20A_no_VCF0839_applicable","D15_W_CDF_applicable","D15_W_POST_COMPAT_applicable","D19_all_internet_applicable","Frozen_before_sensitivity_results","Frozen_date","Source_file"
"EDGE_2016_VCF0839_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0839","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0839_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0839","VCF0888",0.0370470506219009,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0839_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0839","VCF0890",0.242347657779176,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0839_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0839","VCF0894",0.329872988221807,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0839_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0839","VCF9223",0.018458574204645,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0879a_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0879a","VCF0888",-0.090754153248673,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0879a_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0879a","VCF0890",0.0141694491107246,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0879a_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0879a","VCF0894",0.227269099451679,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0879a_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0879a","VCF9223",0.440934290526284,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0888_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0888","VCF0890",0.215890208797959,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0888_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0888","VCF0894",-0.0630943703683428,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0888_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0888","VCF9223",-0.113633115156834,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0890_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0890","VCF0894",0.122481274464188,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0890_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0890","VCF9223",0.0887466384157413,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0894_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0894","VCF9223",0.0127258634156021,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF0809","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF0809",0.339019965826395,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF0838",0.194720924461167,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF0839",0.218609064876532,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF0879a",0.0493009287160725,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF0888",-0.142066445791472,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF0890",0.0572874494519452,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF0894",0.0796373739812811,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0806_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0806","VCF9223",0.0242233695850124,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0809_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0809","VCF0838",0.0284272171043005,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0809_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0809","VCF0839",0.266004849180601,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0809_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0809","VCF0879a",0.0313461409353886,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0809_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0809","VCF0888",-0.0260092667248852,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0809_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0809","VCF0890",0.0975118954026813,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0809_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0809","VCF0894",0.167624716218426,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0809_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0809","VCF9223",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0838_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0838","VCF0839",0.0258476371914002,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0838_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0838","VCF0879a",0.00382478480854227,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0838_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0838","VCF0888",-0.184835629335573,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0838_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0838","VCF0890",0.139154682441411,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0838_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0838","VCF0894",0.0578781092811031,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0838_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0838","VCF9223",0.142161290526218,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0839_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0839","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0839_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0839","VCF0888",0.0159747561285973,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0839_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0839","VCF0890",0.234815190156645,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0839_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0839","VCF0894",0.244511389929148,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0839_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0839","VCF9223",0,FALSE,"ZERO",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0879a_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0879a","VCF0888",-0.169847882148041,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0879a_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0879a","VCF0890",0.0240302065982658,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0879a_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0879a","VCF0894",0.220780809671857,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0879a_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0879a","VCF9223",0.436152559373321,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0888_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0888","VCF0890",0.152332665756861,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0888_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0888","VCF0894",-0.068233730564378,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0888_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0888","VCF9223",-0.11192935869046,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0890_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0890","VCF0894",0.155260312714881,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0890_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0890","VCF9223",0.101132031781839,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2020_VCF0894_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2020,"VCF0894","VCF9223",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF0809","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF0809",0.286446415679923,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF0838",0.0969823508352493,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF0839",0.173090954828948,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF0879a",0.00263679822443648,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF0888",-0.115991969116665,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF0890",0.0935194910662682,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF0894",0.115925421886945,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0806_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0806","VCF9223",0.103479021160507,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0809_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0809","VCF0838",0.081819208318309,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0809_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0809","VCF0839",0.282103083965334,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0809_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0809","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0809_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0809","VCF0888",-0.0352736970916302,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0809_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0809","VCF0890",0.0707344951564464,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0809_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0809","VCF0894",0.158881201459168,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0809_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0809","VCF9223",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0838_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0838","VCF0839",0.0952675388816836,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0838_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0838","VCF0879a",0.020217806487761,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0838_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0838","VCF0888",-0.118991017033197,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0838_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0838","VCF0890",0.101584072151753,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0838_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0838","VCF0894",0.0597191234757199,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0838_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0838","VCF9223",0.255748972788864,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0839_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0839","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0839_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0839","VCF0888",-0.0418929526015918,TRUE,"NEGATIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0839_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0839","VCF0890",0.266945440954792,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0839_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0839","VCF0894",0.20897158234944,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0839_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0839","VCF9223",0.00373441296582092,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0879a_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0879a","VCF0888",-0.121405830251357,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0879a_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0879a","VCF0890",0.0186928727184489,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0879a_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0879a","VCF0894",0.117685330392291,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0879a_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0879a","VCF9223",0.256573200491974,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0888_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0888","VCF0890",0.202850964978324,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0888_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0888","VCF0894",-0.0305512817079149,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0888_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0888","VCF9223",-0.145761836891145,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0890_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0890","VCF0894",0.24336732785639,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0890_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0890","VCF9223",0.0975600014349317,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2024_VCF0894_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2024,"VCF0894","VCF9223",0.0723685538416249,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
